stars,comment
4.0 out of 5 stars,"







  
  
    The quality of the books is really good and it even comes with a hard case to perfectly store them
  
"
4.0 out of 5 stars,"







  
  
    Product quality is good..but some images are Confusing for the age group 0-4 yr old children
  
"
5.0 out of 5 stars,"







  
  
    I went to many stores to purchase books for my little one.But the books I found costed 300 per book and didn't had much attractive pics in it.I found that this is the best set for my little one and is of just 400 and has attractive pics.
  
"
4.0 out of 5 stars,"







  
  
    Nice for my kid to learn abc and all
  
"
4.0 out of 5 stars,"







  
  
    The contents are perfect and relevant to age but content is foreign and not found in Indian households.
  
"
5.0 out of 5 stars,"







  
  
    Good
  
"
4.0 out of 5 stars,"







  
  
    Nice but so small..
  
"
4.0 out of 5 stars,"







  
  
    Good product.Size is lil small n price feels lil more that's why gave 4 stars.Else it's good.Nice packing
  
"
5.0 out of 5 stars,"







  
  
    It was great to see your child learn
  
"
5.0 out of 5 stars,"







  
  
    Worth for moneyUseful for kids under age 4
  
"
5.0 out of 5 stars,"







  
  
    Best product for kids under 3 years to learn play
  
"
5.0 out of 5 stars,"







  
  
    Good quality material and printing...though my kiddo just enjoys moving  the books in and out of the box as of now...😄
  
"
5.0 out of 5 stars,"







  
  
    My girl really loved these books. She started observing, speaking more difficult words, she loves farm animals more😄. Very good gift for a kid more than chocolate or biscuits 👍
  
"
4.0 out of 5 stars,"







  
  
    Material is good. Good starting for little ones.
  
"
5.0 out of 5 stars,"







  
  
    These books are must buy for kids.my baby loves these books from the age of 6 months till now . pictures are very clear and big enough .these books really helps kids to learn about different animals birds numbers etc. it's all in one pack.go for it
  
"
4.0 out of 5 stars,"







  
  
    Good Product and worth the cost. The only set back being that it's not water proof and tears off very easily when water is accidentally dropped on it. It would have been great if it had been water proof.
  
"
5.0 out of 5 stars,"







  
  
    Very useful for kids
  
"
5.0 out of 5 stars,"







  
  
    Bought this for my 1.5 year old boy. He loves these books! We read these everyday and he doesn't get bored looking through the same books over and over again (especially the transport book!). He's already learning and recognizing so many new things. This is such a healthy distraction from cartoons/mobile/TV.Pros:- board books, so will not tear bend easily- rounded edges, will not hurt the child- colourful clear images on every page- 10 topics, so lots to learn- pocket size, so easy to carry aroundLovely set of books to keep your child engaged. I've ordered the second set as well!
  
"
5.0 out of 5 stars,"







  
  
    Nice
  
"
4.0 out of 5 stars,"







  
  
    My kid loved it
  
"
3.0 out of 5 stars,"







  
  
    My 2 month old princess looks at itIt builds observation skillThank you
  
"
4.0 out of 5 stars,"







  
  
    Pages of one book was sticking. everything else was perfect.
  
"
3.0 out of 5 stars,"







  
  
    It's one of the best books basically what I noticed is it's been published for selling in USA and same is being sold in India may be due to Covid ...anyways ...The books are of hard cover. My baby cannot fold or tear pages and it's very small and compact .It has glossy plastic coating making the books sort or water resistant  .It's a buy recommended from my side .Thanks
  
"
5.0 out of 5 stars,"







  
  
    The quality of the books is worth a penny!! The pictures are clear and make the kids to look into them.For a toddler as a pre school activity, buying this collection is worth and affordable!!
  
"
5.0 out of 5 stars,"







  
  
    Nice one. Value for money
  
"
5.0 out of 5 stars,"







  
  
    The product is just awesome..... i like it and quality is good .go for it...
  
"
2.0 out of 5 stars,"







  
  
    The book size is too short, it seems a flash card and not a reading book.
  
"
4.0 out of 5 stars,"







  
  
    Awesome product. My daughter luved a lot but I feel size of the book is bit small and the thickness should be more coz our book's easily got Torn. And im unhappy that one of my book condition was not good so bad but I didn't return.
  
"
5.0 out of 5 stars,"







  
  
    I received the product with good quality.  Each book contain 22 pages. Must buy to improve your child's observation
  
"
5.0 out of 5 stars,"







  
  
    Good Quality.Suitable for children aged 2 to 3
  
"
5.0 out of 5 stars,"







  
  
    product is very good and nice
  
"
4.0 out of 5 stars,"







  
  
    Add body parts name
  
"
4.0 out of 5 stars,"







  
  
    Looks good also hard enough for infant
  
"
5.0 out of 5 stars,"







  
  
    Good quality product, exactly as shown in pic.
  
"
4.0 out of 5 stars,"







  
  
    The mini library is good for kids initial learning
  
"
5.0 out of 5 stars,"







  
  
    THis is a nice set of 10 books, worth for it, in fact a nice gift also for first birthday I assume. Quality is good, we can wipe the pages if required, I wish the pages have bit more thickness.
  
"
4.0 out of 5 stars,"







  
  
    What a good piece of library for kids.... recommended... go for it.
  
"
4.0 out of 5 stars,"







  
  
    Iam so happy with this purchase .theese mini books are really informative 👍🏻
  
"
4.0 out of 5 stars,"







  
  
    Size and books are as per description. Value for money. One star is less because some books have two alphabets in single page instead of one on each page. It makes the picture smaller.
  
"
4.0 out of 5 stars,"







  
  
    Product is good for kids above 3 year
  
"
5.0 out of 5 stars,"







  
  
    Nice book .nice quality.Good picturesPrice wroth for product
  
"
4.0 out of 5 stars,"







  
  
    Good quality, large font, colorful pictures, perfect size to hold by tiny little hands.My two years old daughter loves this set of books.
  
"
4.0 out of 5 stars,"







  
  
    everything about these books are very good; except the size. they are very small, like three inches max.
  
"
5.0 out of 5 stars,"







  
  
    Must buy. My 2 years old son loves it. Especially love that the books come with a cardboard shelf( :) ) and that ways, it is easier to know if a book is missing.
  
"
4.0 out of 5 stars,"







  
  
    Very clear and big pictureNice research on each n every topic here.Good collectionOnly issue i gave less rating i bought it at 499 now available at 399. So feeling cheated.
  
"
5.0 out of 5 stars,"







  
  
    The quality of the book and pictures are very good.
  
"
4.0 out of 5 stars,"







  
  
    Same as pics available on amazon, hard and thick paper with clear images.
  
"
4.0 out of 5 stars,"







  
  
    Quality is not good, kids tear next days easily.Page quality good but binding & outer cover not attached properly.Otherwise all good.
  
"
4.0 out of 5 stars,"







  
  
    Very good quality
  
"
5.0 out of 5 stars,"







  
  
    A great addition to the beginning of my little baby's Library.
  
"
5.0 out of 5 stars,"







  
  
    Very good product I am very happy
  
"
5.0 out of 5 stars,"







  
  
    Beautiful cute looking handy books for your little one. Such a nice product and durable that your child cannot tear it apart. 10 different books that makes your child reading, learning alphabets, colors, numbers, animals etc. day to day items and things they get to sharp their memory and increase vocabulary. Handsome packing, affordable price and worth for each paisa I paid. We are loving it.
  
"
5.0 out of 5 stars,"







  
  
    Really good quality, satisfied with the purchase.
  
"
4.0 out of 5 stars,"







  
  
    The books are amazing.. You can teach your toddler at home easily with the help of these books.. They are small in size but they are convinient too.. Definitely recommended
  
"
5.0 out of 5 stars,"







  
  
    My daughter just loves it. Good for kids. 👍🏻
  
"
4.0 out of 5 stars,"







  
  
    I bought these for my kids as their first books and they are really happy.. My only complaint is if they were slightly bigger in size it would have easier for kids to handle
  
"
5.0 out of 5 stars,"







  
  
    Really good book for babies to learn.
  
"
4.0 out of 5 stars,"







  
  
    Interesting for toddler, well designed and durable, but it's not waterproof
  
"
5.0 out of 5 stars,"







  
  
    Good quality stuff and usefull, one drawback is names is not easy to pronounce 2yr kid
  
"
3.0 out of 5 stars,"







  
  
    Nice book lait wait
  
"
5.0 out of 5 stars,"







  
  
    Quality of books is good but size is too small not expected.
  
"
5.0 out of 5 stars,"







  
  
    Nice
  
"
5.0 out of 5 stars,"







  
  
    Box price US$ 24.99. And this is the best I ever had for my kid.
  
"
4.0 out of 5 stars,"







  
  
    Good books in terms of sturdiness, children can play apart from learn from books
  
"
5.0 out of 5 stars,
4.0 out of 5 stars,"







  
  
    Product quality is too good for the given amount and it's worth to buy.
  
"
1.0 out of 5 stars,"







  
  
    It’s seems like very small compared to the picture.Really Disappointing
  
"
5.0 out of 5 stars,"







  
  
    My kid loved it.
  
"
5.0 out of 5 stars,"


















    
        

        
        
            
        

        
            
                
                        
                
                
                    The media could not be loaded.
                
            
                
            
            
        
    
    








  
  
     xcellent product
  
"
5.0 out of 5 stars,"







  
  
    I bought these for my 2+ years old son. The pictures are real life ones, the white background gives them good clarity. Size looks small, but fits perfectly in my son's little palms. Good quality, thick pages too.
  
"
5.0 out of 5 stars,"







  
  
    Very helpful for above 3yr kids
  
"
4.0 out of 5 stars,"







  
  
    Good quality books. Serves its purpose. I had assumed that the box may not be of any use but it is surprisingly good. It does give us the feel of a little library every time baby tries to pull out a book.
  
"
5.0 out of 5 stars,"







  
  
    Those who expect more quality can choose these books.They look really worthy..We liked them
  
"
3.0 out of 5 stars,"







  
  
    Was an ok product. Expected little more big book. Bt quality was good . Tq amazon
  
"
3.0 out of 5 stars,"







  
  
    It is toooooo small. Not as given above. The dimensions are not as mentioned in the product description. Have attached pictures of the same with dimensions. Giving 3 stars for the quality of the product. Please change the picture. It is misleading. Returns are also not allowed. I would have bought a bigger one.
  
"
5.0 out of 5 stars,
4.0 out of 5 stars,"







  
  
    Good quality and excellent packaging by the manufacturer. Worth every penny. My junior enjoy with this pack.
  
"
5.0 out of 5 stars,"







  
  
    Very good product.
  
"
4.0 out of 5 stars,"







  
  
    It's a nice purchase for kids. A Hubble suggestions, if it's more interactive in pictures like other brands means this will be the best product.
  
"
4.0 out of 5 stars,"







  
  
    Good buy but the books are like pocket books not full size ones
  
"
4.0 out of 5 stars,
5.0 out of 5 stars,"







  
  
    Picture colours are too attractive, really babies will enjoy with it.
  
"
5.0 out of 5 stars,"







  
  
    I like it
  
"
4.0 out of 5 stars,"







  
  
    Good book
  
"
5.0 out of 5 stars,"







  
  
    Good quality and good size
  
"
4.0 out of 5 stars,"







  
  
    Best for children's. product was hampered during transportation. amazon should look into packing strategy.
  
"
5.0 out of 5 stars,"







  
  
    I jst love this product 🤩🤩
  
"
5.0 out of 5 stars,"







  
  
    Good quality
  
"
4.0 out of 5 stars,"







  
  
    Good for toddlers
  
"
4.0 out of 5 stars,"







  
  
    Good one
  
"
5.0 out of 5 stars,"







  
  
    Simply superb
  
"
4.0 out of 5 stars,"







  
  
    The books are quiet fun for kids to learnOnly the size is little smallBut in all a fun to learnFor my 4 year old kid
  
"
5.0 out of 5 stars,"







  
  
    Good
  
"
4.0 out of 5 stars,
4.0 out of 5 stars,"







  
  
    Quality of the books is good. The only improvement that can be done is wrt to the content. For eg, Q for Queen would be better instead of Q for quilt (usi ngfamiliar terms/items).
  
"
4.0 out of 5 stars,"







  
  
    The product is good for basic learning... but tge size is handy and small
  
"
4.0 out of 5 stars,"







  
  
    It's good set of books for kids. Pictures are very clear, hardcover makes it more usable. Price can be less comparing size of the books. Overall happy with the buy, my kid likes it
  
"
5.0 out of 5 stars,"







  
  
    Very good product
  
"
5.0 out of 5 stars,"







  
  
    Nice books,nice thick pages.My kid ussually prefers bigger pages. But still the book is attractive, colourful and we'll designed.
  
"
2.0 out of 5 stars,"







  
  
    Nice
  
"
4.0 out of 5 stars,"







  
  
    Amazing boxset . Great material . Definitely recommend !!
  
"
4.0 out of 5 stars,"







  
  
    Good material and content.
  
"
5.0 out of 5 stars,"







  
  
    Good for kids
  
"
4.0 out of 5 stars,"







  
  
    Small in size, rest is all right.
  
"
4.0 out of 5 stars,"







  
  
    Nice books
  
"
4.0 out of 5 stars,"







  
  
    Useful book.
  
"
5.0 out of 5 stars,"







  
  
    Nice book for my 1.5 yrs boy
  
"
4.0 out of 5 stars,"







  
  
    The books are very small, but suitable for kids to hold. The book could have been more colourful with brighter colours to attract the kid's attention even more. It is highly informative and a reasonably priced product.
  
"
5.0 out of 5 stars,"







  
  
    My 3 year old Son likes it and enjoys learning from this set of books
  
"
4.0 out of 5 stars,"







  
  
    great size n weight for a 1 year old to hold in their own hands. Photo quality is good but some choices could have been better. Will definitely order 2nd set soon too
  
"
5.0 out of 5 stars,"







  
  
    Wonderful Board books for kids which engages them most of the time. I got it for my 1 yr old kid , he enjoys seeing pictures. Quality is too good. Won't tear that much easily. Awesome colours and prints . Highly recommended
  
"
4.0 out of 5 stars,"







  
  
    Small size of books than expected, quality is good of course.
  
"
5.0 out of 5 stars,"







  
  
    So colourful. My babies loves it. Nice product to keep your babies busy.
  
"
4.0 out of 5 stars,"







  
  
    Very good product
  
"
5.0 out of 5 stars,"







  
  
    Product is nice though its small but very attractive.. my 2.4years daughter loved it.. its very nice to recognise and also she  can handle it properly.. thanx Amazon..
  
"
4.0 out of 5 stars,"







  
  
    Although the prints are very colourful and good. One of the books' spine was already a bit tattered as shown in the pic..Very good otherwise!
  
"
5.0 out of 5 stars,"







  
  
    Wow...when i saw ths its too pretty books for small infant child.. Definately its a first book of my child to learn abc nd all..clear pictures nd colours its too bright for creating a intrest on books, i easily carry all books in my purse. Thnx for giving a nice product
  
"
4.0 out of 5 stars,"







  
  
    Absolutely wonderful!! My 1 year old boy loves to see colourful pictures a lot. Wonderful gift for him. This is just bought, as of now quality is good . I think it was a good buy overall. Just go for it.
  
"
4.0 out of 5 stars,"







  
  
    Full satisfied with this product...my baby like it very much...it's totally worth It..
  
"
5.0 out of 5 stars,"







  
  
    My baby loves the booksExcellent picture quality
  
"
4.0 out of 5 stars,"







  
  
    quality is good but. same things are repeating in other book
  
"
5.0 out of 5 stars,"







  
  
    The quality of these board books is just great. The pictures are aptly represented and the content is great too. I bought it when she was 13 months old and she still loves opening the books every now and then and goes through them. She's picked up quite a lot of stuff from these. Please add them to your collection!
  
"
5.0 out of 5 stars,"







  
  
    Quality of books is very good
  
"
4.0 out of 5 stars,"







  
  
    Quality is good. My son enjoying it. Thank you
  
"
5.0 out of 5 stars,
4.0 out of 5 stars,"







  
  
    Good learning books for babies
  
"
4.0 out of 5 stars,"







  
  
    Books are really good, but all Books are little bit damaged. Please send the Books for the next time with the right condition.
  
"
5.0 out of 5 stars,"







  
  
    Very good for 2yr old baby.
  
"
4.0 out of 5 stars,"







  
  
    Nice product for kids
  
"
5.0 out of 5 stars,"







  
  
    Tiny books are great for kidos, chotu chotu baby also loveto see the images inside. I bought it for my 3 year but my 1 years kidos also love yo to see them
  
"
5.0 out of 5 stars,"







  
  
    Thee set of books are nice, with attractive colour and gives a good leàrning  for kindergarten children, also books are very hard bounded so not easily bends or tears in childerns  hands...
  
"
4.0 out of 5 stars,"







  
  
    Good
  
"
4.0 out of 5 stars,"







  
  
    The books set is amazing but size is too small. Fit for kids though. Printing, quality is nice except in colors books, it could have been better.
  
"
4.0 out of 5 stars,"







  
  
    Happy with the product deliveredGood for kids to learn with pictures
  
"
5.0 out of 5 stars,
5.0 out of 5 stars,"







  
  
    Very good quality of print, paper and colors.  Content printed could be better(I mean easy to spell and more familiar things from around us )for a beginner  as it is for a kid who didn't start school yet
  
"
5.0 out of 5 stars,"







  
  
    Best books 📚  there are 10 books with good examples... We loved this books.. If you want good books to teach ur child go Ahead with this books 👍🏻
  
"
5.0 out of 5 stars,"







  
  
    Very helpful books for baby 💕
  
"
5.0 out of 5 stars,"







  
  
    Value for money
  
"
5.0 out of 5 stars,"







  
  
    Worth buying
  
"
4.0 out of 5 stars,"







  
  
    Good for money
  
"
5.0 out of 5 stars,"







  
  
    The books are of very good quality... The quality of pages, binding and printing is also good... Value for money
  
"
4.0 out of 5 stars,"







  
  
    Product quality is good but some books might not required as first library like wild animals instead of that it should be human body parts.
  
"
5.0 out of 5 stars,"







  
  
    Top tocker....😎
  
"
5.0 out of 5 stars,"







  
  
    I just ordered this My first library box set for my daughter's first birthday. It's cute little thing and good one to start with to keep your kids engaged and to make them to get familiarise with alphabets, animals etc. The big and bright pictures attracts the kids. Over all a good product.
  
"
5.0 out of 5 stars,"







  
  
    Toddlers like to play with their books, also learn from them. This is a very good product for that purpose. My kid like to play with his books.
  
"
5.0 out of 5 stars,"







  
  
    These books are excellent. It has become a everyday routine with my son to gon through all of them literally. The quality of the books are very good. Definitely helps the child to learn many things in their beginnings.
  
"
4.0 out of 5 stars,"







  
  
    Very good books but one star less as the books need to be sturdier and some of the birds fruits ect are more international than Indian which  you wod want the kid to learn as well.Overall good product
  
"
1.0 out of 5 stars,"







  
  
    actually  we want g big size books for my kid these are very small in size  we request  to change this with big size book but again we recived  same size book please  change this with big size
  
"
4.0 out of 5 stars,"







  
  
    Nice quality of books. my baby was very excited to seeing this books. She is very liked. She kisses her every page of images. Overall ok. But size is very small. Otherwise all are good
  
"
3.0 out of 5 stars,"







  
  
    From the pics it looks big but it could be easily fit in the palm of your hands all 10 books together
  
"
5.0 out of 5 stars,"







  
  
    A very impressive product for my 3 years doughter...
  
"
5.0 out of 5 stars,"







  
  
    Beautiful product containing all needful information in small package
  
"
4.0 out of 5 stars,"







  
  
    Value for money.
  
"
5.0 out of 5 stars,"







  
  
    Binding and pages are very impressive
  
"
5.0 out of 5 stars,"







  
  
    Good
  
"
5.0 out of 5 stars,"







  
  
    Very nice set of books for todlers
  
"
5.0 out of 5 stars,"







  
  
    very engaging for small children. My daughter is 15 months old and she is hooked to these books. they have many pictures and good colour combinations.curvy ends, safe for children. hard bind- not easy to tear off. small size- fits easily in their hands. great variety- 10 books for different subjects.the best part is the deal is cheap for the product of this kind. Checked the label (it says US dollars 20) So definitely for 500 rupees this is nice.
  
"
4.0 out of 5 stars,"







  
  
    Very good books for kids. Value for the price.
  
"
4.0 out of 5 stars,"







  
  
    Really useful tool to children’s for easy grasping
  
"
5.0 out of 5 stars,"







  
  
    You will be surprised that these books are for our dog. It has stopped him from tearing up the girl's homework. And sometimes I do find him looking at the pictures.
  
"
4.0 out of 5 stars,"







  
  
    I like the books but need some more pages in it.
  
"
3.0 out of 5 stars,"







  
  
    Product quality is good..Image displayed in the website looks too big.. however you have mentioned dimension details.By seeing image, it overwrites dimension details & our mind things product will be bigger in size. Good trick.Over all.. its tine as mentioned 10cm & 9cm..kids will love it
  
"
4.0 out of 5 stars,"







  
  
    Books are  good for children for 2 to 4 year old children.But the  size of book is little  bit small
  
"
4.0 out of 5 stars,"







  
  
    Good print and quality, small size.
  
"
3.0 out of 5 stars,"







  
  
    Just one thing to mention try to name simple things in first library, e.g B for Ball is more relevant than B for bear. Babies are just learning the new words so what they see can learn n spell easily. Rest book are awesome Quality even the holder is good.
  
"
4.0 out of 5 stars,"







  
  
    Nice book
  
"
4.0 out of 5 stars,"







  
  
    Superb books.. But alphabets book last two pages are two pictures are present it. S & T is a mostly used letters, It Needs a single page picture.. so I give 4 Stars only..
  
"
3.0 out of 5 stars,"







  
  
    Best for gift.But not quite economical. Could be 250-300 Maxx.
  
"
4.0 out of 5 stars,"







  
  
    Got it for 449 hard strong can be brought for 1+ kids.it has suffered a lot under my kid but u can stick pages.has a lot of content and clear images of things just perfect for 1+ kid
  
"
5.0 out of 5 stars,"







  
  
    Product received
  
"
5.0 out of 5 stars,"







  
  
    Good
  
"
5.0 out of 5 stars,"







  
  
    Good
  
"
4.0 out of 5 stars,"







  
  
    It's quality
  
"
4.0 out of 5 stars,"







  
  
    Size is small but good quality
  
"
4.0 out of 5 stars,"







  
  
    V good
  
"
5.0 out of 5 stars,"







  
  
    I like it very much. Easy to study and analize.
  
"
4.0 out of 5 stars,"







  
  
    It's a nice product
  
"
5.0 out of 5 stars,"







  
  
    Too good
  
"
4.0 out of 5 stars,"







  
  
    -1 star for its size. Otherwise awesome product.
  
"
5.0 out of 5 stars,"







  
  
    A very wonderful product.. my 2 yrs son is enjoying reading .. images are soooo good.. quality is also awesome.. I would recommend this for sure for your little ones..
  
"
5.0 out of 5 stars,"







  
  
    My son is very like to read this books and it is very simple to understand
  
"
5.0 out of 5 stars,"







  
  
    My baby lover it
  
"
5.0 out of 5 stars,"







  
  
    Good product. My baby learn with this
  
"
5.0 out of 5 stars,"







  
  
    Super
  
"
4.0 out of 5 stars,"







  
  
    Nice product, i have a small suggestion book can be little bit bigger
  
"
4.0 out of 5 stars,"







  
  
    It's very small in size. That's is the only thing I felt bad.But it's is useful to kids to start learning and helps them to make  familiar of basics.
  
"
5.0 out of 5 stars,"







  
  
    Very nice product.. Useful for children from 1-4 years.. Main intention is to familiarize them with the picutres in it, not that to make them understand what actually it is..good quality books and pictures.
  
"
5.0 out of 5 stars,"







  
  
    This is one of the best things I've bought for my kid. We've been using it for almost 2 years and condition is prettty good. My son isn't 3 yet but now knows names of shapes, colors, etc. I am glad that i purchased this book. Perfect size,  perfect quality,  perfect content.
  
"
4.0 out of 5 stars,"







  
  
    The product is very useful for kids.
  
"
4.0 out of 5 stars,"







  
  
    Go for it....very helpful
  
"
5.0 out of 5 stars,"







  
  
    Very interesting and useful book. My daughter is using these book since she was 7-8 months to till date when she has grown 20 months. With pictures and names of various things and species it is recommended fir all.
  
"
4.0 out of 5 stars,"







  
  
    Ideal for 1-2 year olds. Though some items on book are difficult to pronounce for a 2 year but eventually he would learn it as the pictures are vivid.
  
"
5.0 out of 5 stars,"







  
  
    Pictures are good . You can enhance toddlers vocab with this.
  
"
5.0 out of 5 stars,"







  
  
    Very nice collection
  
"
5.0 out of 5 stars,"







  
  
    Perfect learning tool for kids. Great way to introduce them to learning basics in fun way. The edges are curved, gud for babies who can't read but atleast can see pictures.
  
"
4.0 out of 5 stars,"







  
  
    Super item. Good appearance of pictures. It is very easy to learn for kids. Only i disappointed books are very small. My 1.5 kid handling book like soap box.
  
"
4.0 out of 5 stars,"







  
  
    This is complete book for starters.
  
"
4.0 out of 5 stars,"







  
  
    Very nice but if little bit bigger dimension thn become much better
  
"
4.0 out of 5 stars,"







  
  
    I like it.
  
"
5.0 out of 5 stars,"







  
  
    Very well designed mini books for toddlers...happy with the purchase
  
"
4.0 out of 5 stars,"







  
  
    Quality is good.The book size is very small, expected it at least novel size but it is smaller than that .. only around 4 inches in size.
  
"
5.0 out of 5 stars,"







  
  
    This is the second time I bought this.  I had bought for my daughter and now I got this to gift it to a toddler.  Very good product.  My neighbor kids also come to my hiymuse just to play with those books.  Really engaging for the kids.  My daughter loves those.  And I have these since my daughter was 10 months old  n she is 2 years old now still play with those books.  Has learned many things.
  
"
5.0 out of 5 stars,"







  
  
    Awesome books and quality is good. Can carry in your purse too to take it anywhere and its a long term study books even 1st standard students can read them well for perfect knowledge like shapes transport animals etc price worthy item love it u should buy
  
"
5.0 out of 5 stars,"







  
  
    Very useful
  
"
4.0 out of 5 stars,"







  
  
    Like it
  
"
4.0 out of 5 stars,"







  
  
    This is a very useful buy for kids. My son loves it. Though he sits with it for a very limited time, he has picked up some of the words from them very quickly. These books will start off their reading habit. Helps to build their vocabulary. Highly recommended.
  
"
5.0 out of 5 stars,"







  
  
    Material is strong and looks like it lasts in the hands of a hyper active toddler. Books are Compact with bright pictures. Really worthy at this cost
  
"
5.0 out of 5 stars,"







  
  
    Best quality... Nice one go for it
  
"
4.0 out of 5 stars,"







  
  
    Not bad, neither too great
  
"
4.0 out of 5 stars,"







  
  
    It's really Good product. My son loved these books. He likes to see these books all the time. It easliy keeps him engage for 15-20 min each time. Very nice books!!
  
"
4.0 out of 5 stars,"







  
  
    Very good for beginners
  
"
4.0 out of 5 stars,"







  
  
    Achha but paper aur v strong hona chahiye
  
"
5.0 out of 5 stars,"







  
  
    Books are really good for a start. My 1 year old daughter loves this a lot and it’s a greatway to learn and recognise things at such an early age.
  
"
4.0 out of 5 stars,"







  
  
    My toddler loves it. Very good book
  
"
3.0 out of 5 stars,"







  
  
    Card quality and lamination layer is not good. Winthing 2month my 1.5 year old tore most of the books. Not water proof too.
  
"
5.0 out of 5 stars,"







  
  
    I gifted it to girl child, She's 1 year old but she grabbed it and started looking one by one. Also she try to talk by making some sounds. Her parents are Happy  found it more useful for her. It may help her before she join Nursary. AND BEST THING IS THESE ARE BOOKS NOT THE SCREEN OF MOBILE.  Good set of books, Untierable
  
"
4.0 out of 5 stars,"







  
  
    Quality of the product is really good..
  
"
5.0 out of 5 stars,"







  
  
    Useful for 15 month above baby
  
"
5.0 out of 5 stars,"







  
  
    Rightly called as the Library with so many books in it. The pages are hard enough to not be torn by your kid. Colours are bright and attractive. I only wish few examples related to Indian context and culture were a part of such books.
  
"
4.0 out of 5 stars,"







  
  
    Loved it !! Useful for the little ones!! Great buy. Obviously the size is small😬. Arrived on time and in good package.
  
"
4.0 out of 5 stars,"







  
  
    Product is awesome, hard pages and perfect size for babies, but colors book contain wild animals. So I got two copies of wild animals instead of colors. Please check before you dispatch.. applied for replacement..
  
"
5.0 out of 5 stars,"







  
  
    good product my 1 yo kid loves them all...he reads all books day and night..keep asking me about every picture he sees...he is so curious about all of them..wonderful product...go for the buy
  
"
5.0 out of 5 stars,"







  
  
    Books were made with good quality. It is very useful for the newborn babies. I bought for my one year old daughter and she loved it. Go for it!
  
"
5.0 out of 5 stars,"







  
  
    Good
  
"
5.0 out of 5 stars,"







  
  
    My son is in complete love wit these books..he jst feels happy looking at the pics. Quality of the board books are great n durable for many years..picture printed quality is awesome..n eye catching.. 👍👍👍👍👍👍👍
  
"
5.0 out of 5 stars,"







  
  
    I just didn't like book of colours.Colours book should have contents with shapes
  
"
5.0 out of 5 stars,"







  
  
    like
  
"
3.0 out of 5 stars,"







  
  
    Books are quite small however loved the quality.Good deal to buy.
  
"
4.0 out of 5 stars,"







  
  
    Too little books
  
"
4.0 out of 5 stars,"







  
  
    worth for money
  
"
4.0 out of 5 stars,"







  
  
    At first we got defective product due to some book covers torn out. Later the replaced product came intact.Must have book set for the kids.
  
"
4.0 out of 5 stars,"







  
  
    It's very small. Good quality. Good till 2 yr old kid
  
"
5.0 out of 5 stars,"







  
  
    Its a good collection of books.I got this for my baby when he was 4 months.But the pictures are not so bright so it will be good only for babies above 7 8 months i guess.Its a normal book .. not touch and feel once.
  
"
4.0 out of 5 stars,"







  
  
    Worth money
  
"
5.0 out of 5 stars,"







  
  
    Valuable product
  
"
4.0 out of 5 stars,"







  
  
    Good with quality
  
"
3.0 out of 5 stars,"







  
  
    Size of book  only my issue..otherwise so nice quality..my baby likes so much.
  
"
5.0 out of 5 stars,"







  
  
    Brought it for a 1 & half year old. Start them young ;) Books are of palm size making it easy for the kids to hold it. Happy with the purchase
  
"
5.0 out of 5 stars,"







  
  
    Good set of box. A little too small but good.
  
"
4.0 out of 5 stars,"







  
  
    Quality good. Covered Everything basic for kid. But one book doesn't have shapes, instead have animals inside. Misprinted. But I am not asking for replacement since my son is much excited seeing them.
  
"
4.0 out of 5 stars,"







  
  
    It is worthy gift to my baby. She is very interested to learn things from the book. The product is very handy for my 2 year old baby.
  
"
4.0 out of 5 stars,"







  
  
    It comprises all basic learning for kids >2
  
"
4.0 out of 5 stars,"







  
  
    Good for first learner. It helped my little kid.
  
"
4.0 out of 5 stars,"







  
  
    Nice collection but size is smaller than the pictorial representation.
  
"
4.0 out of 5 stars,"







  
  
    Good
  
"
4.0 out of 5 stars,"







  
  
    Overall its okay but size is bit small
  
"
4.0 out of 5 stars,"







  
  
    Very nice my daughter loves reading it.
  
"
5.0 out of 5 stars,"







  
  
    It's superb and good for learning for my kids
  
"
5.0 out of 5 stars,"







  
  
    Nice one
  
"
5.0 out of 5 stars,"







  
  
    Good quality. Clear pictures and captions. Very userful to start book habit for babies and start teaching them bacis of fruits vegetables pet and wild animals vehicles etc. Excellent product
  
"
4.0 out of 5 stars,"







  
  
    Good
  
"
5.0 out of 5 stars,"







  
  
    Small in size but quality is too good. Kids can love this for sure
  
"
4.0 out of 5 stars,"







  
  
    Nice
  
"
3.0 out of 5 stars,"







  
  
    Nice
  
"
5.0 out of 5 stars,"







  
  
    My 1.5 yrs old kid just loves it . Quality is very good.
  
"
4.0 out of 5 stars,"







  
  
    The books are awesome...useful for baby but too small.
  
"
5.0 out of 5 stars,"







  
  
    Worth buying
  
"
4.0 out of 5 stars,"







  
  
    Good to view and teach.
  
"
5.0 out of 5 stars,"







  
  
    Must for every toddlers...,my baby liked it very much
  
"
4.0 out of 5 stars,"







  
  
    The pages are not thick and easily torn. Could be better
  
"
5.0 out of 5 stars,"







  
  
    My child studying purpose
  
"
4.0 out of 5 stars,"







  
  
    Collection is good, with attractive colors!!!Though smaller in sizeBetter u let ur child be engaged with this rather than Mobile phonesSlightly over priced
  
"
4.0 out of 5 stars,"







  
  
    Good for children
  
"
4.0 out of 5 stars,"







  
  
    Book quality and images were good but small in size
  
"
4.0 out of 5 stars,"







  
  
    Good paper quality, very nice it is for small kids... size of the paper can be improves
  
"
